Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
9340,57,RL,60,4098,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,4,1966,1991,Gable,CompShg,HdBoard,MetalSd,Stone,387,Gd,TA,CBlock,Gd,TA,No,GLQ,83,Unf,87,429,562,GasA,Gd,Y,SBrkr,934,292,56,1235,0,0,2,0,3,1,Gd,7,Typ,0,NA,Detchd,2006,Fin,1,225,TA,TA,Y,1,28,55,13,42,35,NA,NA,NA,940,7,2007,WD,Normal,153395
9341,41,RL,45,15956,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,6,1971,1978,Gable,CompShg,Wd Sdng,Plywood,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,272,Unf,271,867,1253,GasA,TA,Y,SBrkr,974,262,24,1304,0,0,1,0,3,1,TA,6,Typ,1,NA,Attchd,1960,Unf,2,474,NA,NA,Y,43,71,34,2,62,3,NA,NA,NA,196,10,2006,WD,Normal,150912
9342,80,RL,129,2009,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,2009,1988,Gable,CompShg,VinylSd,VinylSd,BrkFace,122,Gd,TA,PConc,Gd,TA,No,Unf,768,Unf,119,107,1028,GasA,TA,Y,SBrkr,795,897,38,1673,0,0,2,1,2,1,Gd,5,Typ,0,TA,Detchd,1962,RFn,3,660,TA,TA,Y,65,225,23,7,8,10,NA,NA,NA,249,2,2010,WD,Normal,263954
9343,105,RL,60,15165,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,5,9,1938,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,Gd,TA,Av,GLQ,33,Unf,5,783,125,GasA,TA,Y,SBrkr,682,792,3,1414,0,1,2,1,4,1,TA,7,Typ,1,Gd,Attchd,1995,RFn,1,309,TA,TA,Y,3,51,142,54,70,9,NA,NA,NA,826,3,2008,WD,Partial,109270
9344,63,RL,75,15300,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,2Story,7,4,1978,1979,Gable,CompShg,CemntBd,Wd Sdng,None,1600,Gd,TA,CBlock,Gd,TA,Av,GLQ,586,Unf,116,806,1409,GasA,Ex,Y,FuseF,1864,592,30,2428,0,0,2,1,4,1,Gd,9,Typ,1,TA,Detchd,1998,Fin,1,254,TA,TA,Y,80,78,36,11,51,8,NA,NA,NA,331,12,2007,WD,Normal,267143
9345,71,RL,95,3562,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,Duplex,1Story,7,4,2010,2009,Gable,CompShg,Plywood,HdBoard,None,0,Ex,TA,PConc,Ex,TA,Av,ALQ,308,Unf,190,442,888,GasA,Ex,Y,SBrkr,846,419,13,1025,0,0,2,1,1,1,Gd,6,Typ,1,NA,Detchd,NA,NA,1,206,TA,TA,Y,79,132,9,3,24,9,NA,NA,NA,70,10,2006,WD,Normal,259227
9346,62,RL,70,6014,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1Story,7,7,1984,1993,Gable,CompShg,HdBoard,CmentBd,None,0,Gd,TA,CBlock,TA,TA,No,LwQ,1043,Unf,79,254,941,GasA,TA,Y,SBrkr,1039,122,58,1140,0,0,1,0,2,1,TA,5,Typ,1,NA,Attchd,1922,RFn,2,524,TA,TA,Y,78,64,10,29,112,16,NA,NA,NA,257,7,2006,WD,Normal,171300
9347,47,RM,91,7975,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,1Story,7,6,1983,1997,Gable,CompShg,Plywood,Wd Sdng,Stone,135,TA,TA,PConc,TA,TA,No,GLQ,681,Unf,65,879,1823,GasA,Ex,Y,SBrkr,1802,23,23,1183,1,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,1976,RFn,2,441,TA,TA,Y,224,26,56,41,17,7,NA,NA,NA,252,7,2009,WD,Partial,179052
9348,49,RL,52,12062,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,3,1979,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,CBlock,Gd,TA,No,GLQ,614,Unf,32,296,1149,GasA,Ex,Y,SBrkr,1153,134,61,969,0,0,1,0,2,1,Gd,6,Typ,0,Gd,Detchd,1950,Fin,1,207,TA,TA,Y,62,127,34,36,4,23,NA,NA,NA,269,2,2008,WD,Abnorml,108041
9349,28,RL,36,24657,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,1983,1993,Gable,CompShg,MetalSd,HdBoard,BrkFace,76,TA,TA,PConc,NA,TA,Gd,GLQ,507,Unf,32,350,1205,GasA,TA,Y,SBrkr,1668,287,6,2125,1,0,2,0,2,1,Gd,6,Typ,0,NA,BuiltIn,1988,RFn,2,659,TA,TA,Y,60,44,93,30,32,53,NA,NA,NA,215,9,2008,WD,Normal,315410
9350,50,RL,65,26868,Pave,NA,Reg,Low,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,7,1978,2004,Hip,CompShg,MetalSd,HdBoard,None,0,Gd,TA,CBlock,TA,TA,Av,GLQ,597,Unf,206,206,1227,GasA,TA,Y,SBrkr,1639,454,69,2152,1,0,2,1,2,1,Gd,8,Typ,0,Gd,Attchd,1955,RFn,2,550,TA,TA,Y,296,56,66,46,14,66,NA,NA,NA,254,3,2009,WD,Normal,226082
9351,83,RL,50,8817,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1991,1999,Gable,CompShg,VinylSd,VinylSd,NA,57,TA,TA,PConc,Gd,TA,No,GLQ,1156,Unf,195,381,1172,GasA,TA,Y,SBrkr,887,186,2,854,2,0,1,1,1,1,TA,3,Typ,0,NA,Attchd,1930,RFn,3,651,TA,TA,Y,260,26,9,30,48,11,NA,NA,NA,437,5,2009,WD,Normal,168488
9352,72,RM,54,9156,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,9,4,2005,1985,Gable,CompShg,VinylSd,VinylSd,BrkFace,423,Gd,TA,PConc,Gd,TA,Mn,GLQ,1066,Unf,106,34,1296,GasA,Gd,Y,SBrkr,1381,808,13,2260,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,NA,Fin,2,731,TA,TA,Y,438,62,46,5,16,55,NA,NA,NA,1025,10,2006,WD,Normal,311752
9353,58,FV,34,5170,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,5,1992,1986,Gable,CompShg,Wd Sdng,MetalSd,BrkFace,0,Gd,TA,PConc,Gd,TA,Mn,ALQ,348,Unf,79,1134,938,GasA,Ex,Y,SBrkr,1156,145,17,1059,0,0,2,0,2,1,Gd,6,Typ,1,NA,Attchd,2007,RFn,1,169,TA,TA,Y,182,35,17,20,69,21,NA,NA,NA,300,3,2009,WD,Normal,157415
9354,108,RL,NA,12274,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1.5Fin,4,5,1958,1963,Hip,CompShg,CemntBd,Stucco,BrkFace,85,TA,TA,CBlock,Gd,TA,No,ALQ,281,Unf,83,698,1150,GasA,Gd,Y,SBrkr,1672,443,3,2185,1,0,2,1,4,1,TA,9,Typ,2,Po,Attchd,1976,Unf,3,661,TA,TA,Y,96,76,7,21,25,22,NA,NA,NA,699,4,2009,WD,Normal,171349
9355,36,RL,75,11045,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1906,1959,Gable,CompShg,CemntBd,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,ALQ,32,Rec,353,544,977,GasA,Gd,Y,SBrkr,1439,446,67,1950,0,0,1,0,3,1,Gd,8,Typ,1,NA,Detchd,1951,Unf,2,461,TA,TA,Y,36,8,73,26,76,8,NA,MnPrv,NA,962,7,2009,WD,Normal,173134
9356,43,RL,80,20662,Pave,NA,IR1,Low,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,8,4,1986,1970,Hip,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,TA,TA,Av,Unf,145,Unf,175,1067,1874,GasA,Ex,Y,SBrkr,1737,222,27,1793,0,0,2,0,1,1,Gd,6,Typ,1,Gd,Detchd,2003,RFn,2,551,TA,TA,Y,164,56,101,10,36,64,NA,NA,NA,37,12,2008,WD,Normal,254625
9357,22,RL,24,24927,Pave,NA,Reg,Lvl,AllPub,Corner,Sev,Somerst,PosA,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,MetalSd,HdBoard,None,0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1037,Unf,341,261,1730,GasA,Ex,Y,SBrkr,1961,112,41,1956,2,0,2,0,2,1,Gd,5,Typ,0,NA,Detchd,2001,RFn,2,563,TA,TA,Y,214,23,97,6,28,51,NA,NA,NA,115,2,2008,WD,Normal,225792
9358,142,RL,60,10212,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,Twnhs,2Story,7,7,1945,1966,Gable,CompShg,Plywood,CmentBd,None,576,TA,Gd,CBlock,Gd,TA,No,GLQ,692,Unf,151,146,816,GasA,Ex,Y,SBrkr,1048,1017,21,2017,1,0,1,1,3,1,TA,8,Typ,2,TA,Detchd,1972,RFn,2,305,TA,TA,Y,539,12,52,16,36,80,NA,MnPrv,NA,374,4,2010,WD,Normal,155092
9359,20,RL,44,8579,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,6,1997,1998,Gable,CompShg,Wd Sdng,Plywood,BrkFace,0,TA,TA,CBlock,Gd,TA,Gd,LwQ,999,ALQ,422,26,1206,GasA,Ex,Y,SBrkr,1352,19,1,837,1,0,1,0,2,1,Gd,5,Typ,0,NA,Detchd,2003,RFn,2,581,TA,TA,Y,29,62,83,8,12,45,NA,NA,NA,151,6,2007,WD,Normal,223710
9360,118,RL,21,8440,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1946,2002,Gable,CompShg,BrkFace,CmentBd,None,0,Gd,TA,CBlock,TA,TA,Mn,Unf,150,Unf,137,292,467,GasA,Gd,Y,SBrkr,685,401,66,985,1,0,1,0,2,1,TA,6,Typ,0,NA,BuiltIn,2005,NA,0,35,TA,Fa,Y,19,8,8,34,14,4,NA,NA,NA,254,9,2007,WD,Normal,106178
9361,79,RL,85,23452,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,7,1980,2000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,448,Unf,242,814,1594,GasA,Ex,Y,SBrkr,1090,482,71,1831,1,0,2,0,2,1,Gd,6,Typ,0,NA,Attchd,1970,RFn,2,484,NA,TA,Y,138,155,41,15,53,29,NA,NA,NA,560,6,2007,WD,Partial,235816
9362,38,RL,75,26306,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1991,1999,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,CBlock,Gd,TA,No,Unf,172,Unf,24,1211,823,GasA,Ex,Y,SBrkr,1125,530,8,1382,1,0,1,0,3,1,Gd,6,Typ,1,NA,Detchd,2005,RFn,1,260,TA,TA,Y,173,128,93,50,29,45,NA,NA,NA,72,5,2007,WD,Normal,247032
9363,44,RL,82,5480,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,5,1992,1968,Gable,CompShg,MetalSd,MetalSd,None,108,Gd,TA,CBlock,Fa,Gd,No,GLQ,97,Unf,111,445,699,GasA,TA,Y,SBrkr,891,480,54,1273,0,0,2,0,3,1,Gd,7,Typ,0,NA,Detchd,2006,RFn,2,503,TA,TA,Y,115,23,183,57,5,5,NA,NA,NA,299,8,2010,WD,Normal,225441
9364,58,RL,NA,3877,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,5,7,1963,1988,Gable,CompShg,MetalSd,VinylSd,None,0,TA,TA,BrkTil,Gd,TA,No,ALQ,403,Unf,12,758,1002,GasA,Ex,Y,SBrkr,1198,523,20,1554,0,0,2,0,4,1,TA,9,Typ,0,Gd,Detchd,1994,Unf,2,546,TA,TA,Y,61,77,150,9,44,55,NA,NA,NA,726,5,2008,WD,Normal,110916
9365,22,RL,65,11324,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,3,2006,1987,Gable,CompShg,MetalSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,ALQ,1402,Unf,167,403,1452,GasA,Ex,Y,SBrkr,1260,33,36,868,1,0,2,0,2,1,Gd,4,Typ,1,NA,Attchd,1950,Unf,2,671,TA,TA,Y,118,14,41,38,50,78,NA,NA,NA,212,6,2008,WD,Normal,250710
9366,53,RL,NA,9656,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,5,6,1953,1969,Gable,CompShg,MetalSd,VinylSd,None,0,TA,Ex,PConc,TA,TA,No,Unf,240,Unf,207,894,1558,GasA,Ex,Y,SBrkr,1255,79,92,1220,1,0,2,0,3,1,TA,5,Typ,0,NA,Detchd,1953,RFn,1,281,TA,TA,Y,99,106,28,28,10,54,NA,MnPrv,NA,634,8,2008,WD,Normal,57975
9367,102,RL,NA,7461,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,6,7,1960,1954,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,NA,TA,Av,BLQ,179,Unf,8,277,609,GasA,Ex,Y,SBrkr,1156,547,39,1828,0,0,2,0,2,1,Gd,7,Typ,1,TA,Detchd,1995,Unf,2,665,TA,TA,Y,36,48,80,9,38,35,NA,NA,NA,627,9,2007,WD,Abnorml,193972
9368,107,RH,85,1921,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,1996,2006,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Ex,TA,Gd,Unf,259,Unf,0,539,421,GasA,Ex,Y,SBrkr,623,912,26,1654,0,0,3,1,3,1,Gd,8,Typ,0,NA,NA,2006,RFn,2,458,TA,TA,Y,151,59,23,17,13,10,NA,NA,NA,133,4,2008,WD,Normal,235940
9369,76,RL,80,2923,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,2Story,4,7,1944,1995,Gable,CompShg,Plywood,Wd Shng,None,0,TA,TA,BrkTil,TA,NA,Mn,Rec,60,Unf,45,83,40,GasA,Gd,Y,SBrkr,847,107,20,776,0,0,0,0,3,1,Gd,5,Typ,0,NA,Attchd,2004,Fin,0,10,TA,TA,Y,177,75,62,37,25,16,NA,NA,NA,614,5,2007,WD,Normal,93906
9370,31,RL,NA,35717,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,4,1983,1977,Gable,CompShg,HdBoard,MetalSd,None,68,Gd,TA,CBlock,Ex,TA,Av,Rec,502,Unf,182,67,806,GasA,Ex,Y,SBrkr,1710,85,65,1661,1,0,2,0,3,1,Gd,5,Typ,1,NA,Attchd,1976,Fin,1,518,TA,TA,Y,120,50,73,51,13,74,NA,NA,NA,698,8,2008,WD,Normal,177919
9371,59,RM,59,7620,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,8,6,1967,1964,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,No,Unf,118,Unf,172,721,979,GasA,Gd,Y,SBrkr,1016,652,67,1810,0,0,2,0,2,1,TA,6,Typ,0,NA,Attchd,1967,RFn,3,748,TA,TA,Y,121,105,49,20,31,43,NA,NA,NA,74,6,2010,WD,Normal,210020
9372,117,RL,60,18281,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,8,5,2008,2010,Gable,CompShg,HdBoard,HdBoard,BrkFace,0,Ex,TA,PConc,TA,TA,No,Unf,598,Unf,65,622,1368,GasA,Ex,Y,SBrkr,847,1145,8,1797,1,0,2,1,2,1,Ex,6,Typ,2,Fa,Attchd,1999,RFn,3,653,TA,TA,Y,432,116,16,55,26,35,NA,MnPrv,NA,187,4,2007,WD,Normal,335996
9373,73,RL,50,4849,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,6,1983,1971,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,CBlock,TA,TA,Av,GLQ,100,Unf,40,554,788,GasA,Ex,Y,SBrkr,1059,527,85,1608,0,0,2,0,4,1,Gd,9,Typ,1,Gd,Attchd,1985,RFn,2,435,TA,TA,Y,345,58,10,11,27,2,NA,NA,NA,867,11,2007,WD,Normal,248728
9374,57,RL,NA,9895,Pave,NA,Reg,Low,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,6,1924,1953,Gable,CompShg,MetalSd,HdBoard,None,0,TA,TA,Slab,TA,TA,No,NA,741,Unf,104,210,999,GasA,Gd,Y,SBrkr,1327,253,88,1636,0,0,2,0,3,1,TA,6,Typ,1,NA,Detchd,1920,Unf,2,443,TA,TA,Y,25,45,48,58,54,11,NA,NA,NA,332,8,2007,WD,Normal,80159
9375,45,RL,109,20039,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,8,5,1966,1956,Gable,CompShg,VinylSd,VinylSd,Stone,164,Gd,TA,PConc,TA,TA,No,GLQ,815,Unf,13,679,2479,GasA,TA,Y,SBrkr,2292,51,4,1963,1,0,2,0,3,1,Gd,8,Typ,0,NA,Attchd,2004,Unf,3,801,TA,TA,N,157,29,88,18,91,56,NA,NA,NA,1005,3,2006,WD,Normal,366321
9376,65,RL,44,2269,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,5,1973,1975,Gable,CompShg,VinylSd,VinylSd,None,54,Gd,TA,PConc,Gd,TA,No,Unf,57,Unf,199,338,1032,GasA,Gd,Y,SBrkr,988,335,52,1257,1,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,2002,RFn,1,313,TA,TA,Y,20,50,39,1,52,35,NA,NA,NA,216,10,2009,WD,Normal,215564
9377,29,RM,78,15890,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,6,1994,1976,Gable,CompShg,VinylSd,MetalSd,BrkFace,0,TA,TA,PConc,TA,TA,No,GLQ,618,Unf,96,490,1356,GasA,Ex,Y,SBrkr,1113,56,17,907,1,0,1,0,2,1,Gd,5,Typ,1,NA,Detchd,1998,Unf,2,572,TA,TA,Y,16,114,67,5,58,42,NA,NA,NA,338,3,2007,WD,Alloca,152404
9378,67,FV,85,8541,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,6,1992,1961,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,Fa,TA,No,Unf,173,Unf,243,310,1137,GasA,TA,Y,SBrkr,971,142,64,1014,1,0,1,0,1,1,TA,4,Typ,1,Gd,Detchd,1979,Fin,1,212,TA,TA,Y,135,60,38,13,76,68,NA,NA,Gar2,1072,4,2008,WD,Normal,112661
9379,111,RL,60,3282,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,TwnhsE,1Story,7,5,1991,1986,Hip,CompShg,Wd Sdng,HdBoard,None,0,TA,TA,PConc,TA,TA,Av,GLQ,1360,Unf,198,700,1616,GasA,Ex,Y,SBrkr,1229,72,37,1074,1,0,2,0,2,1,TA,4,Typ,2,TA,Attchd,1950,Fin,2,464,TA,TA,Y,225,45,32,33,25,68,NA,GdPrv,NA,726,6,2008,WD,Normal,174856
9380,109,RL,82,13589,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1.5Fin,9,7,1983,1967,Gable,CompShg,VinylSd,VinylSd,BrkFace,142,Gd,TA,PConc,Gd,TA,No,GLQ,1093,Unf,54,693,1530,GasA,Ex,Y,SBrkr,1568,688,29,2395,1,0,2,1,3,1,Ex,8,Typ,2,Po,Detchd,1954,Fin,2,613,TA,TA,Y,329,51,79,98,10,40,NA,NA,NA,514,6,2009,WD,Normal,317941
9381,78,RL,80,4016,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,4,7,1899,1954,Gable,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,Gd,TA,No,GLQ,222,Unf,15,1147,848,GasA,Fa,Y,SBrkr,619,760,43,1100,0,0,1,2,3,1,TA,5,Typ,0,NA,Detchd,1992,Unf,1,350,TA,TA,Y,10,5,83,22,183,4,NA,NA,NA,960,1,2009,WD,Normal,68574
9382,69,RL,78,9821,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,2Story,5,5,1924,1970,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,BrkTil,TA,TA,No,Unf,330,Unf,61,532,486,GasA,Gd,Y,SBrkr,988,581,8,1413,0,0,2,0,3,1,TA,6,Typ,1,NA,NA,2002,RFn,2,380,TA,TA,Y,291,2,176,47,29,8,NA,NA,NA,468,7,2009,WD,Normal,126106
9383,76,RL,60,14730,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,7,1991,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,212,Gd,TA,PConc,Gd,TA,Gd,Unf,74,Unf,37,960,964,GasA,Ex,Y,SBrkr,1016,1171,9,2247,0,0,2,1,2,1,Gd,8,Typ,1,TA,Attchd,1996,Unf,3,630,TA,TA,Y,221,49,53,33,6,60,NA,NA,NA,223,5,2007,WD,Normal,259298
9384,56,RL,90,15362,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1980,1994,Hip,CompShg,CemntBd,Wd Shng,BrkFace,0,TA,TA,CBlock,Gd,TA,No,GLQ,142,BLQ,104,341,694,GasA,Ex,Y,SBrkr,1577,75,23,1400,1,0,1,0,2,1,TA,6,Typ,1,Gd,Attchd,2003,RFn,2,515,TA,TA,Y,247,26,34,10,68,59,NA,NA,NA,486,3,2009,WD,Normal,182384
9385,83,RL,NA,32649,Pave,NA,Reg,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1980,Gable,CompShg,Plywood,Plywood,BrkFace,0,TA,TA,CBlock,Gd,TA,No,GLQ,190,Unf,140,245,723,GasA,Ex,Y,SBrkr,1223,626,8,1873,0,0,2,1,3,1,TA,9,Typ,1,Gd,Attchd,1948,RFn,2,524,TA,TA,Y,11,13,71,13,84,4,NA,NA,NA,603,4,2007,WD,Family,144355
9386,38,RL,NA,10783,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,4,1967,1964,Gable,CompShg,Wd Sdng,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,GLQ,361,Unf,105,264,791,GasA,Gd,Y,SBrkr,1323,128,76,1293,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,1999,RFn,1,340,TA,TA,Y,12,107,88,39,27,24,NA,NA,NA,444,10,2008,WD,Normal,157310
9387,54,RL,57,6060,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,1988,2003,Gable,CompShg,VinylSd,HdBoard,BrkFace,168,Gd,TA,CBlock,Ex,TA,No,Unf,785,Unf,68,637,1747,GasA,Gd,Y,SBrkr,1470,288,1,1793,1,0,2,1,3,1,TA,7,Typ,1,Gd,Attchd,1941,RFn,3,592,TA,TA,Y,45,76,106,23,93,0,NA,NA,NA,706,8,2008,New,Normal,264923
9388,54,RL,60,6489,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1971,1988,Hip,CompShg,HdBoard,VinylSd,None,0,TA,TA,PConc,Ex,TA,No,Unf,472,Unf,141,1662,1932,GasA,Ex,Y,SBrkr,1621,198,58,1939,1,0,1,0,4,1,TA,9,Typ,1,Gd,Detchd,1976,Fin,1,347,TA,TA,Y,21,30,125,17,8,29,NA,NA,NA,473,10,2008,WD,Normal,139632
9389,114,RL,78,2690,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,3,5,1924,1956,Gable,CompShg,CemntBd,Plywood,None,0,TA,TA,PConc,TA,TA,No,BLQ,1351,Unf,192,154,1052,GasA,Ex,Y,SBrkr,576,303,99,844,1,0,1,0,3,1,TA,3,Typ,0,NA,Detchd,1972,RFn,1,299,TA,TA,Y,11,12,177,17,51,12,NA,NA,NA,344,3,2009,WD,Normal,49739
9390,145,RL,75,5868,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1.5Unf,5,8,1962,1994,Gable,CompShg,Plywood,HdBoard,None,0,Gd,Gd,PConc,TA,TA,No,Unf,178,Unf,335,1495,1371,GasA,Ex,Y,SBrkr,954,700,116,1675,0,0,2,0,3,1,TA,6,Typ,0,NA,Detchd,2002,Unf,2,593,TA,TA,Y,8,59,68,16,62,55,NA,NA,NA,351,8,2007,WD,Normal,94498
9391,20,RL,68,18168,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,7,6,2003,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,NA,TA,TA,PConc,Gd,TA,No,GLQ,1212,Unf,253,552,2109,GasA,Ex,Y,SBrkr,2007,20,2,1558,2,0,2,0,2,1,Gd,6,Typ,2,TA,Detchd,2002,RFn,2,689,TA,TA,Y,402,64,20,19,24,35,NA,GdPrv,NA,696,12,2009,WD,Normal,306006
